Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
183;VVPP;ADJA;verstärken;33;NZZ_1998_10_22_a101_seg3_s6;32;Full|Psp;Die Diskriminierung der schwarzen Bewohner Südafrikas im Bodenrecht des Landes geht zurück auf die Zeit vor der Apartheid-Ära ( 1948-94 ), wurde aber durch die verschiedenen Kabinette der Nationalen Partei sukzessive verstärkt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
184;VVINF;ADJA;übergehen;71;NZZ_1996_01_23_a37_seg4_s6;63;Full|-2;"Die Aussichten für die kommenden Jahre sind freilich weniger rosig ; die verzinsliche Nettoschuld wird sich - als Folge der ausserordentlich starken Bautätigkeit der öffentlichen Hand in jüngster Zeit und der noch geplanten Hoch- und Tiefbauten - laut Finanzplan bis zum Jahr 2000 von 4 Mio. Fr. auf 4 Mio. Fr. erhöhen, und der Ertragsüberschuss von fast 3 Mio. Fr. wird sukzessive in einen Negativsaldo von 6 Mio. Fr. übergehen .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
185;VVPP;ADJA;erhöhen;17;NZZ_1999_04_01_a274_seg2_s8;16;Full|Psp;Von diesem Betrag versichern die Betreiber heute - die Summe wurde im Lauf der Zeit sukzessive erhöht - bei der Privatassekuranz 700 Millionen Franken .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
186;VVPP;ADJA;gewinnen;9;NZZ_1998_08_12_a8_seg25_s1;6;Full|Psp;Die Fussballmannschaft Galatasaray Istanbul hat sukzessive an Substanz gewonnen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
187;VVINF;ADJA;reduzieren;74;NZZ_1995_07_20_a70_seg3_s10;68;Full|-2;Trotz der rapiden Erhöhung der indonesischen Aussenschulden - diese stiegen allein in den letzten beiden Jahren um fast 30% - waren die Mitglieder der Konsultativgruppe und besonders der die Konferenz leitende Weltbankverantwortliche, Russel Cheetham, unbesorgt und voller Lob für die indonesische Wirtschaftspolitik und besonders für Jakartas jüngsten, im Mai getroffenen Entscheid, die notorisch hohen Einfuhrzölle von derzeit durchschnittlich 15% bis zum Jahr 2003 sukzessive im Mittel auf 7% zu reduzieren .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
188;VVFIN;ADJA;handeln;32;NZZ_1997_10_30_a58_seg5_s7;26;Full|3|Sg|Pres|Ind;Die Übereinstimmung der Urteilsdaten bzw. die thematische Deckungsgleichheit schliessen im Einzelfall nicht aus, dass es sich um verschiedene, parallel am gleichen Tage bzw. sukzessive in ähnlicher Sache gefällte Entscheide handelt - nicht aber um das gleiche Urteil .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
189;VVINF;ADJA;erweitern;39;NZZ_1999_06_26_a141_seg8_s1;27;Full|-2;Als geschicktem Taktiker war es ihm gelungen, das konservative Angebot seiner Chefs, die für ihre Salon-Künstler bekannt waren ( Bouguereau, Gerôme ), sukzessive um Werke von Daubigny, Corot, Daumier oder Millet zu erweitern .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
190;VVINF;ADJA;übergehen;30;NZZ_1996_10_21_a114_seg4_s3;22;Full|-2;"Offizielle Betriebsaufnahme ist am 1. November ; ab diesem Zeitpunkt werden die Aufgaben der Arbeitsämter der 14 Gemeinden des Knonauer Amtes sukzessive in den Verantwortungsbereich der neuen regionalen Institution übergehen .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
191;VVINF;ADJA;ausscheiden;31;NZZ_1998_05_25_a117_seg3_s4;24;Full|-2;Nach ergänzenden Angaben von Bruno Lang, Präsident des Zweckverbandes Spitalregion Linkes Zürichseeufer ( LZU ), wird von Planta bis Ende Jahr sukzessive aus der operativen Führung des Spitals ausscheiden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
192;VVPP;ADJA;erniedrigen;19;NZZ_1994_04_19_a89_seg1_s9;18;Full|Psp;Mit Depot-Medikamenten ( Pflaster ), mit denen die unmittelbaren Entzugserscheinungen gemildert werden und die Dosis dennoch sukzessive erniedrigt werden kann, wurde ein durchschlagender Erfolg erzielt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
193;VVFIN;ADJA;bauen;18;NZZ_1994_08_22_a97_seg2_s4;29;Full|3|Sg|Past|Ind;Duzellier riss im steilen Aufstieg nach Regensberg aus einer kurz zuvor dem Hauptfeld enteilten Fünfergruppe aus und baute mit einer starken Willensleistung auf den letzten Kilometern den Vorsprung sukzessive aus .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
194;VVINF;ADJA;gelten;40;NZZ_1997_12_17_a35_seg2_s4;28;Full|3|Pl|Pres|Ind;Im Gegenzug wird die durchschnittliche Wochenarbeitszeit pro Jahr von 40 1 / 2 Stunden in der Zone Stadt ( Genf, Basel, Zürich, Bern ) sukzessive auch in der restlichen Schweiz eingeführt, wo bisher 41 Stunden gelten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
195;VVFIN;ADJA;erwärmen;4;NZZ_1997_07_12_a198_seg3_s5;13;Full|3|Sg|Pres|Ind;Die starke Sonneneinstrahlung erwärmt über dem nach Norden ( Richtung Schweiz ) sukzessive ansteigenden Relief die Luftmassen, zuerst an den höher gelegenen und möglichst rechtwinklig zur Sonneneinstrahlung gelegenen Felsen, dann auch an tiefer und etwas weniger ideal geneigten « radiateurs » .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
196;VVPP;ADJA;vertiefen;19;NZZ_1999_02_02_a78_seg3_s1;18;Full|Psp;Cls. Washington, 1. Februar Die Flaute in der amerikanischen Industrie, die sich im zweiten Halbjahr sukzessive vertieft hatte, die aber nicht verhinderte, dass die Wirtschaft insgesamt in rascherem Tempo expandierte ( 7% im dritten und 6% im Schlussquartal, nach 8% im Abschnitt April bis Juni ), scheint ausgestanden zu sein .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
197;VVPP;ADJA;verlieren;23;NZZ_1995_06_10_a228_seg7_s10;19;Full|Psp;Tobias Kästli führt den Wandel darauf zurück, dass für Ernst Nobs die programmatisch verankerte Oppositionsrolle der SP sukzessive an praktischer Bedeutung verloren habe .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
198;VVINF;ADJA;erholen;17;NZZ_1998_01_13_a105_seg2_s3;16;Full|-2;Vor allem die überraschende Standfestigkeit der Wall Street, die sich nach einer schwächeren Eröffnung sukzessive erholen konnte, war den europäischen Börsen am Ende des Handelstages eine Stütze .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
199;VVFIN;ADJA;rutschen;28;NZZ_1993_12_06_a102_seg3_s3;24;Full|3|Sg|Past|Ind;Seit dem 11. September musste die Mannschaft Jaras auf diesen Erfolg warten, eine Zeit, in der sie vom Kopf der Tabelle sukzessive in untere Ranglistengefilde rutschte .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
200;VVPP;ADJA;reduzieren;14;NZZ_1993_12_08_a154_seg6_s7;13;Full|Psp;Denn sie bildet, da ja die EG-Produktion und damit die Ausfuhren sukzessive reduziert werden sollen, nach wie vor den Kern des EG-Agraropfers in der Uruguay-Runde .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
