id;global_id;kontext;cor_conceptual_head_+1_lemma;target_noun_lemma;Kommentar;Status;Adverbial;prozess;Typ;Valenz;prep_meaning_parent;prep_meaning_leaves;;;;;;;;;
1488;nzz_1993_12_01_a195_seg3_s6;Um in dem wachsenden Angebot eine Orientierungshilfe zu bieten , ist in Zürich die Genossenschaft Messe Grips mit dem Konzept einer Messe zum Thema Aus- und Weiterbildung an die Öffentlichkeit getreten . ;treten;konzept;;not_done;;;;;modal beteiligung ;komitativ_b ein_vorgang ;;;;;;;;;
1489;nzz_1993_12_01_a66_seg1_s4;Der volkstümliche , sprachregionale Spartensender bemüht sich mit Nachdruck , unter anderem mit einer Petition , um eine terrestrische Sendefrequenz . ;bemühen;petition;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1490;nzz_1993_12_02_a131_seg2_s25;Unverfroren hatte er bei einem Tierheim angerufen mit der Anfrage , ob dort - als Delikatesse für ein neu eröffnetes kambodschanisches Restaurant - ein bestimmtes Hundefleisch zu erhalten sei ! ;anrufen;anfrage;;not_done;;;;;modal beteiligung ;komitativ_b ein_vorgang ;;;;;;;;;
1491;nzz_1998_07_28_a76_seg3_s8;Die erwähnten Zahlen , die hin und wieder auch als ( umstrittener ) Indikator für die Innovationskraft herangezogen werden , reflektieren die Anmeldungen , die entweder direkt über das EPA eingereicht worden sind oder mit Umweg über die Weltorganisation für geistiges Eigentum ( Ompi ) in München eintreffen . ;eintreffen;umweg;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1492;nzz_1998_07_22_a194_seg3_s11;Die Anlagerung der Moleküle erfolgt aber immer noch mit konstanter Rate , da die Oberflächenspannung an der Spitze der Dendriten einem ungehemmten Wachstum entgegenwirkt . ;erfolgen;rate;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1493;nzz_1996_06_10_a137_seg3_s8;Er sprach hochdeutsch mit Akzent . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1494;nzz_1996_06_12_a216_seg3_s1;Zum drittenmal und wiederum als stattlicher Band von über vierhundert Seiten ist das Hofmannsthal-Jahrbuch erschienen , das mit unveränderter Zielsetzung « Hofmannsthals Schaffen und mit ihm die sogenannte klassische Moderne , ihre Herkunft und ihre Fortsetzung bis heute » zur Diskussion stellt . ;stellen;zielsetzung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1495;nzz_1996_06_08_a150_seg7_s5;Seine lasziven , mit feinem Strich in leicht überdehnten Haltungen gezeichneten Frauenfiguren evozieren mit jeder Pose , jeder partialerotischen Blösse die « Roberte » von Pierre Klossowski . ;gezeichnet;strich;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1496;nzz_1996_06_08_a232_seg15_s12;Während Schnitzler mit innerem Monolog und erlebter Rede einer Figur ihre Subjektivität erhält , die durch das äussere Geschehen oft als Selbsttäuschung decouvriert wird , relativiert Tschechow die einzelnen Subjektivitäten wechselseitig durch Multiperspektivität , die oft in Dialogen , seltener durch auktoriale , ironisch distanzierte Innensichten aufgelöst wird . ;na;monolog;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1497;nzz_1995_07_07_a196_seg3_s4;"Durch Wettbewerbe und Bauten machten sich allerdings gewisse Deutschschweizer Architekten bereits zuvor in Frankreich einen Namen ; und das Basler Büro Herzog &amp; de Meuron wurde jüngst im Centre Pompidou mit einer umfassenden Retrospektive gefeiert ( NZZ Nr. 58 ) . ";feiern;retrospektive;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1498;nzz_1995_07_13_a171_seg8_s5;Auch in Baeza wird die Muttergottes mit einer Wallfahrt geehrt , hier am 7 . ;ehren;wallfahrt;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1499;nzz_1999_04_16_a164_seg3_s10;"Erfolgreichster Schweizer Film des letzten Jahrs war « Vollmond » von Fredi M. Murer mit 71 074 Eintritten , gefolgt von Alain Resnais &apos; « On connaît la chanson » , in Koproduktion mit Minderheitsbeteiligung entstanden ( 67 699 ) . ";koproduktion;minderheitsbeteiligung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1500;nzz_1999_04_17_a3_seg6_s4;Mit deutlicher Spitze gegen Chirac beklagte sich nun Séguin darüber , dass er die Konsequenzen früherer Verirrungen habe tragen müssen . ;beklagen;spitze;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1501;nzz_1999_04_17_a49_seg6_s4;Sie erfolgt mit zeitlicher Verschiebung in einem günstigeren Augenblick . ;erfolgen;verschiebung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1502;nzz_1999_04_14_a139_seg62_s3;Gelegenheitswerke auch sie , entstanden unter bestimmten Umständen und versehen mit eigener Botschaft . ;versehen;botschaft;;not_done;;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
1503;nzz_1999_04_17_a166_seg3_s3;Schon eher mit punktueller Spiegelung gesellschaftlicher Wirklichkeiten und ihrer Veränderungen innerhalb der letzten vierzig Jahre . ;na;spiegelung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1504;nzz_1999_04_15_a89_seg6_s4;Im Januar und Februar sind die Umsätze laut den Angaben teilweise mit zweistelliger Rate gesunken . ;sinken;rate;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1505;nzz_1999_04_14_a185_seg6_s9;Lässt man deshalb DNA-Bruchstücke mit unbekannter Sequenz über den Biochip strömen , bleiben diese Bruchstücke an komplementären Strängen « kleben » , sofern diese auf dem Chip vorhanden sind . ;strömen;sequenz;;not_done;;;;;modal vorhandensein ;vorhandensein_im_engeren_sinne ein_vorgang ;;;;;;;;;
1506;nzz_1999_04_15_a57_seg8_s6;Sie werden das tun , weil das Vollsplitting mit Wahlrecht bei der gewählten Ausgestaltung vorteilhafter ist als eine Individualbesteuerung mit getrennter Veranlagung der beiden Einkommen . ;individualbesteuerung;veranlagung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1507;nzz_1993_06_25_a40_seg2_s17;In der - mit französischem Akzent - gefärbten westafrikanischen Ausspracheweise der amerikanischen Sprache bedeutet dies den Zusammenzug aus « come and go » und ist der Ausdruck für Amerikoliberianer , die ähnlich den Kolonialherren empfunden wurden und noch werden , d. h. , sie sollen wieder gehen , wie sie gekommen sind . ;gefärbt;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1508;nzz_1993_06_25_a139_seg4_s9;Lendl sei ein etwas fauler Spieler , der ungern einen Schritt zur Seite gehe , um dann mit sauberem Bewegungsablauf den Ball zu retournieren . ;retournieren;bewegungsablauf;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1509;nzz_1993_06_22_a211_seg8_s1;"Einen bedeutenden Beitrag für die Integration der Ausländer leistet die katholische Kirche mit der Fremdsprachigenseelsorge , die mit Ausgabe von 4 969 340 Franken in der Rechnung 1992 steht ; es betrifft die Italienerseelsorge , die Spanierseelsorge , die Portugiesenseelsorge , die Kroatenseelsorge , die Slowenenseelsorge , die Tschechenseelsorge , die Slowakenseelsorge , die Ungarenseelsorge , die Polenseelsorge , die Ukrainerseelsorge , die Vietnamesenseelsorge , die Koreanerseelsorge , die Philippinenseelsorge , die Seelsorge für französisch und englisch Sprechende sowie die verschiedenen orthodoxen Gemeinden ( Griechen , Serben , Russen , Syrer ) , die auch von der reformierten Landeskirche unterstützt werden . ";stehen;ausgabe;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1510;nzz_1993_06_19_a41_seg2_s5;121 Staaten , darunter China , haben sie unterzeichnet , teilweise jedoch mit Vorbehalt . ;haben;vorbehalt;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1511;nzz_1999_07_06_a47_seg7_s9;Dass « Outsourcing » oder gemischtwirtschaftliche Institute quasi definitionsgemäss besser genügen als die Bundesverwaltung , darf mit gutem Gewissen bezweifelt werden . ;bezweifeln;gewissen;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1512;nzz_1999_07_07_a160_seg3_s15;Er sprach Zürcher Dialekt , eventuell mit nordländischem Akzent , und dürfte ortskundig sein . ;sprechen;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1513;nzz_1999_07_09_a149_seg2_s4;Vater Carl August Liner brachte von seiner 1934 unternommenen Fahrt neben einigen Ölbildern vor allem ein grosses Konvolut von Zeichnungen nach Hause : Mit entschiedenem Strich hingesetzte Skizzen von Bauern oder Handwerkern bei der Arbeit , Nillandschaften und Tieren - veritable Schnappschüsse in Kohle und Blei . ;hingesetzt;strich;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1514;nzz_1995_12_27_a21_seg3_s6;"Barak appellierte in Kairo an Asad , seine Delegation mit allen nötigen Kompetenzen und mit der Anweisung zu flexiblem Verhalten nach Washington zu entsenden ; weiter rief er die Golfstaaten zur Normalisierung der Beziehungen zu Israel auf . ";mit;anweisung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1515;nzz_1995_12_23_a103_seg4_s22;Unter dem früheren Kulturdezernenten Peter Nestler wurde der Tanz mehr und mehr an den Rand verwiesen , die Freie Szene wird mit einem Bruchteil der Summe , die Zürich für die Freien aufbringt , subventioniert , und das Tanz-Forum , das während Jahren neben Wuppertal eine der ersten Adressen für zeitgenössischen deutschen Tanz war , sollte aufgelöst werden . ;subventionieren;bruchteil;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1516;nzz_1995_12_28_a100_seg3_s14;"1983 erging ein Haftbefehl gegen ihn , der 1987 wegen « andauernder Haftunfähigkeit » aufgehoben wurde ; derzeit bringt Zwick die Tessiner Behörden mit einer Schenkung von 30 Millionen Franken für die Errichtung einer Herzklinik in Verlegenheit . ";bringen;schenkung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1517;nzz_1995_12_23_a179_seg2_s25;Er solle ihn nicht mit einer solchen Bagatelle beim Dessert stören und selber entscheiden , ward dem SSV-Direktor unlängst von Jean-Marie Fournier geantwortet , als er ihn fragte , ob Veysonnaz den in Lake Louise ausgefallenen Damenslalom austragen könne . ;na;bagatelle;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1518;nzz_1996_12_23_a162_seg6_s34;"In düsterer Stimmung , durch viele Zweifel hindurch und mit explizitem Verweis auf die gegenwärtige Zeit entwirft er ein überschattetes Bild des Menschen in seiner Kultur : « Man möchte sagen , dass der Mensch &amp;lt;glücklich&amp;gt; sei , ist im Plan der &amp;lt;Schöpfung&amp;gt; nicht enthalten . » ";durch;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1519;nzz_1996_12_27_a86_seg2_s2;Mit Verweis auf das in diesem Jahr bisher niedrigste Volumen nach einer ganzen Sitzung sprachen Händler von einem äussert ruhigen Geschäft . ;sprechen;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1520;nzz_1996_11_04_a67_seg3_s3;Ausgerüstet mit einem königsblauen Satinkleid mit perlenbesetzter Corsage , dürfte die Schöne aus dem Volk der Zulus Südafrika mit guter Ausgangslage vertreten . ;vertreten;ausgangslage;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1521;nzz_1996_11_01_a148_seg3_s20;Mit schnellem Strich prall und pfiffig gezeichnet , erinnern Menschen wie Spielsachen an die behütete Welt in einem Kinderbuch vergangener Tage . ;zeichnen;strich;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1522;nzz_1996_11_07_a178_seg3_s8;Nach wie vor gibt es auf Kuba ausschliesslich staatliche Hotels , auch wenn bereits 1500 Zimmer - bei einer Gesamtkapazität von 25 000 - in der Form von Joint ventures mit ausländischer Minderheitsbeteiligung betrieben werden . ;betreiben;minderheitsbeteiligung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1523;nzz_1996_11_04_a22_seg2_s1;Breite Repräsentation mit demokratischem Manko ;repräsentation;manko;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1524;nzz_1996_11_01_a184_seg2_s8;Eine der beiden Riedholzer Karten gab es übrigens mit seitenverkehrtem Bild . ;geben;bild;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1525;nzz_1997_07_03_a88_seg4_s4;Damit fällt die ganze Last der Kapitaldienste für die Investitionen in die überdimensionierte Flaschenabfüllanlage und Verwaltungsliegenschaft , die mit einem Buchwert von rund 30 Mio. Fr. bewertet sind , wieder auf die Caves Orsat mit dem vergleichsweise « kleinen » Weingeschäft zurück . ;bewerten;buchwert;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1526;nzz_1997_07_02_a11_seg4_s1;Sna. Madrid , 1. Juli Ganz Spanien ist am Dienstag mit der freudigen Nachricht einer doppelten Geiselbefreiung erwacht . ;erwachen;nachricht;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1527;nzz_1996_11_15_a131_seg1_s1;Es weihnachtet mit Stilbruch ;weihnachten;stilbruch;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1528;nzz_1996_11_15_a98_seg2_s19;Der Amsterdamer Aktienmarkt hat zum viertenmal in Folge mit Rekord geschlossen . ;schließen;rekord;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1529;nzz_1996_11_16_a116_seg2_s14;Die Amsterdamer Börse hat die Sitzung zum fünftenmal in Folge mit Rekord beendet . ;beenden;rekord;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1530;nzz_1996_11_19_a65_seg8_s4;Beide Seiten konstatierten , die Reform der japanischen Finanzmärkte sei vonnöten , damit der Yen seine Rolle als internationale Währung , mit speziellem Akzent in der asiatisch-pazifischen Region , angemessen spielen könne . ;können;akzent;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1531;nzz_1996_11_15_a131_seg5_s5;"Im einen Fenster fahren Stoffmäuse Schlitten oder stolpern beim Schlittschuhlaufen ; im anderen weihnachtet es gewaltig , allerdings mit Stilbruch : Ein drahtiges Rentier schwebt im Raume und zieht einen Schlitten hinter sich her . ";fahren;stilbruch;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1532;nzz_1996_11_19_a167_seg7_s18;Weil der Motor beim Hochreissen der Schwungmasse stets mit Vollast arbeitet , können die Teillastbereiche mit schlechtem Wirkungsgrad umgangen werden . ;--;wirkungsgrad;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1533;nzz_1996_03_20_a59_seg3_s3;Offensichtlich geeint durch den sich in einem schlechten Geschäftsjahr akzentuierten Leidensdruck , treten die Bahnhofwirte gleichzeitig auch mit einer nationalen Werbekampagne erstmals gemeinsam am Markt auf . ;treten;werbekampagne;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1534;nzz_1996_03_19_a172_seg3_s18;Als dem bis vor drei Jahren unter seinem Taufnamen Chris Jackson bekannten Freiwurf-Spezialisten ( von der Linie steht er mit einer Quote von 93,1 Prozent zu Buche ) deswegen ein Einkommensverlust von rund 31 000 Dollar pro ausgefallenen Match drohte , zeigte sich Abdul-Rauf nach einigem Zögern zu einem Kompromiss bereit . ;stehen;quote;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1535;nzz_1993_01_08_a106_seg42_s2;In der Architektur versteht man unter dem aus Industrie und Umweltschutz entlehnten Ausdruck « Recycling » die Umnutzung und Wiederverwendung vorhandener Bausubstanz mit einem neuen Verwendungszweck . ;bausubstanz;verwendungszweck;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1536;nzz_1993_01_09_a199_seg2_s10;"Nach einem Interregnum kam Herbert Blomstedt ( 1977-1982 ) ; seit 1985 ist der junge Esa-Pekka Salonen Chefdirigent , anfänglich mit einem Pensum von 16 Wochen . ";anfänglich;pensum;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1537;nzz_1993_01_09_a64_seg10_s3;Am 21. Oktober haben sie in Bern die « Wohnbaugenossenschaft Mutz » gegründet mit dem Zweck , ihren Mitgliedern preisgünstige Wohnungen , inklusive altersentsprechender Infrastruktur , zu verschaffen . ;gründen;zweck;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1538;nzz_1993_01_08_a228_seg6_s5;Er appelliert denn auch an das Parlament , bei der Beratung der Vorlage entsprechende Korrekturen vorzunehmen oder das Ganze an die GPK zurückzuweisen mit dem Auftrag , die mit den einschlägigen Fragen vertrauten Verbände zur Vernehmlassung einzuladen . ;zurückweisen;auftrag;;not_done;;;;;modal beteiligung ;komitativ_a ein_vorgang ;;;;;;;;;
1539;nzz_1994_01_31_a88_seg3_s14;In der Aufführung des Nationaltheaters erfüllt die Mutter den Wunsch ihres Sohnes mit einer grossen Geste . ;erfüllen;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1540;nzz_1994_02_09_a34_seg4_s2;Sie kürzte den Mindestausleihsatz , zu dem sie Kreditinstituten Gelder zur Verfügung stellt , um 0,25 Prozentpunkte von 5,5% auf 5,25% , und die Geschäftsbanken folgten mit einer entsprechenden Verbilligung ihrer Base rate , des Eckzinssatzes für Ausleihungen an erstklassige Kreditnehmer . ;folgen;verbilligung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1541;nzz_1993_12_23_a100_seg6_s8;Kinder und Hunde sind willkommen - in England keine Selbstverständlichkeit : Der Vierbeiner wird mit einem grossen Teller Hundebiskuits begrüsst , hat die ungeteilte Aufmerksamkeit des Personals , das durch ein eigenes Türschild « dog in room » vor Betreten des Zimmers gewarnt wird . ;begrüßen;teller;;not_done;;;;;regiert modal ;regiert ein_vorgang ;;;;;;;;;
1542;nzz_1993_12_24_a76_seg5_s7;Die Schulen von Mailand und Rom haben aber gegenüber Instituten der Konkurrenz mit dem gravierenden Nachteil zu leben , dass ihre Ausweise nicht auf Grund eines bilateralen Abkommens anerkannt sind . ;leben;nachteil;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1543;nzz_1993_12_23_a132_seg3_s12;Die Dienstleistungsbilanz schloss mit einem Fehlbetrag von 37,3 ( -24,9 ) Mrd. DM , die Übertragungsbilanz mit einem solchen von 40,3 ( -41,7 ) Mrd. DM . ;schließen;fehlbetrag;;not_done;;;;;vorgang modal ;vorgang ein_vorgang ;;;;;;;;;
1544;nzz_1996_03_30_a81_seg5_s2;Das Wertpapier geriet indes in die Hände eines Fälschers , der den Check zwar mit unveränderter Kreuzung , aber neu auf einen Betrag von 87 030 Fr. lautend am Schalter einer Genfer Bank präsentierte und auf ein wenige Tage zuvor eröffnetes Konto gutschreiben liess . ;präsentieren;kreuzung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1545;nzz_1996_04_24_a170_seg2_s1;Mit verstärkter Crew Richtung Atlanta ;richtung;crew;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1546;nzz_1996_12_14_a133_seg3_s12;Er recherchiert und entdeckt , dass von derselben Countess ein Porträt - allerdings ohne Doppelkinn - mit der Zuschreibung « after Van Dyck » in einem Herrschaftshaus bei Richmond hängt . ;hängen;zuschreibung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1547;nzz_1996_12_21_a186_seg4_s21;Melnikow erklärt diese krasse Spezialisierung mit dem Umstand , dass « die Russen die Geschwindigkeit lieben » . ;erklären;umstand;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1548;nzz_1996_12_16_a93_seg2_s17;Die Kehrichtfahrzeuge sind zu diesem Zweck mit einer entsprechenden Vorrichtung ausgestattet worden . ;ausgestatten|ausstatten;vorrichtung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1549;nzz_1996_12_18_a179_seg3_s2;Mittels einer pränatalen Untersuchung war das Kind zuvor mit einer tödlichen Erbkrankheit diagnostiziert worden . ;diagnostizieren;erbkrankheit;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1550;nzz_1996_12_18_a179_seg5_s2;Denn schon das erste Kind des Elternpaars war bei Geburt mit der gleichen Erbkrankheit diagnostiziert worden und kurze Zeit später verstorben . ;diagnostizieren;erbkrankheit;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1551;nzz_1996_12_21_a127_seg3_s11;Und wie schon einmal , als sein Verdikt einen von Spike mit der Zuschreibung « Caravaggio » abgesegneten 15-Millionen-Dollar-Verkauf an das Getty Museum verhinderte , erwies sich Mahons Stimme als gewichtiger - der Früchte schälende Knabe blieb in den Händen der Auktionatoren . ;spike;zuschreibung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1552;nzz_1996_12_14_a103_seg6_s3;War er in dieser Hinsicht im August noch zurückhaltend , so ist er Ende November mit einem ganzen Massnahmenpaket an die Öffentlichkeit getreten ( NZZ 30 . ;treten;massnahmenpaket;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1553;nzz_1996_12_21_a182_seg13_s10;Dabei erlitt der Unparteiische eine Verletzung an der Nase , als Barkley mit dem Finger auf ihn zeigte und ihn mit dem Fingernagel traf . ;treffen;fingernagel;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1554;nzz_1996_12_16_a45_seg3_s17;Wer diese Leidenschaft spüren will , hat derzeit eine Alternative : Juan Carlos Desanzo hat einen Evita-Film mit einem Bruchteil des Parker-Budgets gedreht , der seit Wochen ein Publikumsmagnet in Buenos Aires ist . ;drehen;bruchteil;;not_done;;;;;modal ;ein_vorgang abstraktes_objekt ;;;;;;;;;
1555;nzz_1993_04_26_a94_seg1_s6;Am 1. Mai werden von 8 bis 18 Uhr verschiedene Fachleute Fragen beantworten und mit Rat zur Seite stehen ( Telefonnummern 155 77 11 und 155 99 11 ) . ;na;rat;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1556;nzz_1996_06_01_a203_seg7_s25;Bald darauf meldete sich denn auch ein K. K. Rittmeister Lovass von der « Fleisch-Lieferungs-Entreprise » bei der Armee Erzherzog Karls mit einer Einsendung an die « AZ » zu Wort , in welcher er die Anschauungen des Dr. Faust als abwegig und verleumderisch zurückweist ( Nr. 307 vom 3. 11. 1799 ) . ;melden;einsendung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1557;nzz_1996_07_26_a192_seg2_s5;Die Sendungen wurden meist an Bekannte , an Glaubensgenossen oder ihnen bekannte Banken adressiert , meist mit der Weisung , sie nach den USA oder Kanada weiterzuleiten . ;adressieren;weisung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1558;nzz_1995_09_11_a121_seg2_s2;"Zum Beginn des neuen Auktionsjahres 1995/96 nahm Ully Wille , Direktor von Sotheby &apos; s Zürich , im Hotel Zürich zur gegenwärtigen Befindlichkeit des Kunstmarktes Stellung : Als Gastreferent des Efficiency Club Zürich , welcher seine alljährliche Vortragsreihe auf spezielle Themen der Wirtschaftspraxis ausrichtet , sprach Wille mit Schwerpunkt über die Auswirkungen dieses mit seinen zahlreichen Sammelgebieten äusserst facettenreichen Marktes auf die Niederlassungen von Sotheby &apos; s in der Schweiz . ";wille;schwerpunkt;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1559;nzz_1995_09_11_a108_seg3_s27;Mit gutem Gewissen könne man das Terrain - ohne zusätzliche Belastung - wieder der Gemeinde zurückgeben . ;na;gewissen;;not_done;;;;;konditional modal ;konditional_im_engeren_sinne ein_vorgang ;;;;;;;;;
1560;nzz_1995_09_09_a180_seg16_s6;Brodkey hat « Die flüchtige Seele » mit rauschender Geste als « die ausführlichste , umfänglichste und dramatischste Attacke gegen den Absolutismus , die jemals ausserhalb der Philosophie geführt wurde » , bezeichnet : Flexibilität und Rigidität markieren im Roman nicht nur den Kontrast zwischen « natürlichem » und « unnatürlichem » Zeitverlauf , sondern werden auch - übersetzt in unterschiedliche Grade des Empathievermögens - zum Parameter , der die Figuren und ihr soziales Funktionieren bemisst . ;seele;geste;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1561;nzz_1995_08_07_a82_seg6_s1;Nach einiger Zeit kommt ein weiterer Gast , der auf englisch dolmetscht , was mit Bleistift nicht mehr so einfach zu sagen ist : Hier unten endet Europa , die zivilisierte Welt . ;sagen;bleistift;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1562;nzz_1994_08_11_a121_seg5_s10;- Nach einer langen Sommerpause wird der Jazzclub Moods an der Sihlamtstrasse 5 mit einem Konzert der Bebop-Combo Empire State Quintet , dem neben dem Schweizer Saxophonisten Fritz Renold ausschliesslich erstklassige Cracks aus den USA ( Jerry Bergonzi , Mark Soskin u. a. ) angehören , wiedereröffnet ( 18. August , 21 Uhr ) . ;--;konzert;;not_done;;;;;vorgang modal ;vorgang ein_vorgang ;;;;;;;;;
1563;nzz_1998_10_31_a140_seg3_s5;"Am dezidiertesten fiel die Reaktion der einflussreichen Moskauer « Literaturzeitung » ( « Literaturnaja Gaseta » ) aus , die mit Verweis auf die Texte von Urs Widmer ( « Paradies des Vergessens » ) und Martin Suter ( « Small World » ) sarkastisch die Frage stellt , ob die von den beiden Autoren thematisierte Alzheimerkrankheit für die eidgenössische Literaturszene symptomatisch sei oder gar als « Geissel der äusserlich so wohlbestallten Schweiz » zu gelten habe ... Zu Widmers Erzählung wird ausserdem - mit unübersehbarem Plagiatsvorwurf - angemerkt , der in russischer Sprache erstmals publizierte Text sei « durchaus hübsch , gäbe es da nicht irgendwo in der Natur seit längerem schon ein weit brillanteres Vorbild dafür , nämlich Italo Calvinos Roman &amp;lt;Wenn ein Reisender in einer Winternacht&amp;gt; ... » . ";stellen;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1564;nzz_1998_10_05_a51_seg3_s5;Gemessen an der Popularität des Präsidenten , der von Washington über Ottawa bis nach Tripolis mit Orden behängt wird , könnten die Bretter , die die Welt bedeuten , für den erfolgreichen Kandidaten genau dies auch wirklich tun . ;behängen;orden;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1565;nzz_1995_08_15_a151_seg2_s8;Ich höre den Aufschrei , aber ich bleibe dabei : Sie alle beruhen auf Ausgrenzung oder Bevorzugung von Menschen auf Grund von Geschlecht oder Hautfarbe - nur mit umgekehrtem Vorzeichen . ;hautfarbe;vorzeichen;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1566;nzz_1995_08_18_a112_seg3_s23;Die diesjährige Kampagne wird schliesslich durch ein neues , eigens für die Kantonspolizei geschaffenes Plakat , das einen mit Helm velofahrenden Knaben zeigt , abgerundet . ;--;helm;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1567;nzz_1995_08_17_a138_seg3_s8;Das vehement mit viel Risiko über die Flügel lancierte Spiel machte sich vorübergehend bezahlt : Polster gelang mit Kopfball der Anschlusstreffer ( 69 . ) ;bezahlen;kopfball;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1568;nzz_1995_08_12_a157_seg6_s6;Der Sturz vom Himmel gilt als göttliche Bestrafung der Hybris , mit voller Auslieferung an die Schwerkraft . ;bestrafung;auslieferung;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
1569;nzz_1995_08_17_a133_seg2_s1;Jazzrestaurant Moods mit neuem Konzept ;jazzrestaurant;konzept;;not_done;;;;;modal vorhandensein ;ein_vorgang ;;;;;;;;;
1570;nzz_1996_01_12_a179_seg7_s5;Frehsner glaubt , dass die Grenzen des Zumutbaren nun erreicht seien , und fordert - mit Verweis auf die Formel 1 - eine Denkpause in der Entwicklung . ;fordern;verweis;;not_done;;;;;modal ;ein_vorgang ;;;;;;;;;
